"category__001","category__002","category__003","category__004","name","img_url","brand","short_desc","priority_price","priority_store","num_of_product","num_of_store","lowest_price","highest_price","category__005","category__006"
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Búa - Kìm - Kềm","KÌM BẤM CHỮ C C-Mart B0038-SP","https://img.sosanhgia.com/images/500x0/41a26d498e714c649a51e901e6e6d78a/km-bm-ch-c-cmart-b0038sp.jpeg","C-MART","Quy cách 275mm/11″\n Chế tạo thép cao cấp\n An toàn khi sử dụng","195.000","Lazada","4","3","195.000","196.000","Búa - Kìm - Kềm  C-MART",""
"Nhà cửa đời sống","Trang trí Nội thất","Thảm","Thảm  BinBin","Thảm lông TSL22","https://img.sosanhgia.com/images/500x0/c593d71a937343feb357e2bb5f3fcfec/tham-long-tsl22.jpeg","BinBin","- Sản xuất từ chất liệu cao cấp.\n - Phù hợp trang trí nhiều không gian.\n - An toàn tiện dụng.","3.200.000","Shop Vnexpress","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Thiết bị điện","Thiết bị điện - Bút thử điện Asaki","BÚT THỬ ĐIỆN ASAKI AK-9065","https://img.sosanhgia.com/images/500x0/a401041d6e12457b98190494409c83a0/bt-th-in-asaki-ak9065.jpeg","Asaki","Thiết kế nhỏ gọn\n Chống trượt nên đảm bảo an toàn. \n Kích thước vừa cầm tay giúp thao tác nhanh chóng","45.000","Lazada","1","1","57.000","0","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Mũi khoan - Lưỡi cắt","Mũi khoan - Lưỡi cắt  LICOTA","Bộ vặn mở lấy ốc vít gẫy Licota Tap 50002","https://img.sosanhgia.com/images/500x0/c8b51106474e418297d04d3dfb5e211e/bo-van-mo-lay-oc-vit-gay-licota-tap-50002.jpeg","LICOTA","Được chế tạo bằng thép CR-V, có độ cứng, chịu lực tốt\n Thiết kế nhỏ gọn, tiện dụng và dễ sử dụng\n Dùng để mở ốc vít (bu lông) bị gãy, toét đầu\n Gồm 5 cây: 1/8” – 3/4"" (3mm – 18mm)","75.000","Shopee","17","3","75.000","84.000","",""
"Kỹ thuật số","Đĩa game","Đĩa game Sony","","Đĩa game PS4 Yakuza Kiwami 2","https://img.sosanhgia.com/images/500x0/8e993acbfbee497086fb93a6652f838b/dia-game-ps4-yakuza-kiwami-2.jpeg","Sony","Thể loại Action Adventure\n Hệ máy PS4\n ESRB Mature 17+\n Blood, Intense Violence, Sexual Themes, Strong Language, Use of Alcohol\n Ngày phát hành 27/8/2018\n Nhà sản xuất & phát hành Sega","1.090.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cưa tay - Kéo cắt","Kéo cắt ống nhựa PVC Asaki AK-0081 42mm","https://img.sosanhgia.com/images/500x0/86f78e6894a74633a29330ee3884267a/keo-cat-ong-nhua-pvc-asaki-ak-008142mm.jpg","Asaki","Lưỡi dao được làm từ chất liệu hợp kim thép bền bỉ\n\n- Tay cầm được thiết kế có độ uốn vừa vặn\n\n- Dễ thao tác, hoạt động hiệu quả và chính xác","75.000","Lazada","23","3","75.000","116.900","Cưa tay - Kéo cắt Asaki",""
"Nhà cửa đời sống","Tân trang nhà cửa","Tân trang nhà cửa  Bosch","","Máy Thổi Bosch GBL 800 E","https://img.sosanhgia.com/images/500x0/1782b4dbbe274a258567cc645fb9b5c1/may-thoi-bosch-gbl-800-e.jpeg","Bosch","Thiết kế khóa và báng cầm thuận cả hai tay\n\n- Công suất mạnh mẽ cũng thiết kế tiện dụng\n\n- Tốc độ không tải: 16000 vòng/phút\n\n- Tỷ lệ lưu lượng theo thể tích: 4,5 m3/phút","1.650.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Mũi khoan - Lưỡi cắt","Mũi khoan - Lưỡi cắt  Bosch","Đá cắt Bosch 2608600549","https://img.sosanhgia.com/images/500x0/b25fe373f82449a6be3e9e0e23bcab2c/da-cat-bosch-2608600549.jpeg","Bosch","Đường kính ngoài: 125mm\n\nĐường kính trong: 22.2mm\n\nĐộ dày: 1mm\n\nỨng dụng: Cắt Inox","50.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","MỎ LẾT WORKPRO W102005","https://img.sosanhgia.com/images/500x0/8d088cbc46a040b4a1dba33cf25159e5/m-lt-workpro-w102005.jpeg","WORKPRO","Chi tiết của mỏ lết có thể thay thế\n Kích thước: 10 “(250mm)\n Trọng lượng : 0.5 kg","213.000","Shopee","null","null","null","null","Cờ lê - Mỏ lết - Tua vít  WORKPRO",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","BỘ TAY VẶN 10 CHI TIẾT WORKPRO W003014","https://img.sosanhgia.com/images/500x0/d2d8713a4a984d50988337ef767a8015/b-tay-vn-10-chi-tit-workpro-w003014.jpeg","WORKPRO","Tay cầm tiện dụng với kẹp cao su chống trơn trượt\n Tay vặn xoay theo 2 hướng trái, phải\n Nhanh hơn 2 lần so với sản phẩm tiêu chuẩn","657.000","Shopee","2","2","657.000","1.112.000","Cờ lê - Mỏ lết - Tua vít  WORKPRO",""
"Nhà cửa đời sống","Tân trang nhà cửa","Mũi khoan - Lưỡi cắt","Mũi khoan - Lưỡi cắt  Bosch","Đá cắt sắt ﻿Bosch 2608600270","https://img.sosanhgia.com/images/500x0/14a509a0a1434ae3aacbaff732e511d9/da-cat-sat-﻿bosch-2608600270.jpeg","Bosch","Đường kính ngoài: 125mm\n\nĐường kính trong: 22.2mm\n\nĐộ dày: 3mm\n\nỨng dụng: Cắt sắt.","50.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  BinBin","Đồng hồ tranh đá và ốc TDH62","https://img.sosanhgia.com/images/500x0/e39f8dadba98443ea377762cef48531d/dong-ho-tranh-da-va-oc-tdh62.jpeg","BinBin","","385.000","Tiki","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","TUA VÍT 6 TRONG 1 WORKPRO W021186","https://img.sosanhgia.com/images/500x0/dd9cc967142b41ff90b6d41589534a37/tua-vt-6-trong-1-workpro-w021186.jpeg","WORKPRO","Chất liệu cao cấp\n Độ bền cao\n An toàn khi sử dụng","53.000","Lazada","2","2","53.000","92.900","Cờ lê - Mỏ lết - Tua vít  WORKPRO",""
"Nhà cửa đời sống","Trang trí Nội thất","Tranh","Decal dán tường","Decal động vật XL8223","https://img.sosanhgia.com/images/500x0/42956524ddff4ba694f9adb3304dd615/decal-dong-vat-xl8223.jpeg","BinBin","","44.000","Lazada","2","1","47.000","0","Decal dán tường  BinBin",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy mài, cưa, cắt, đánh bóng","Máy mài, cưa, cắt, đánh bóng  LICOTA","Máy Mài LICOTA","https://img.sosanhgia.com/images/500x0/3dafd9cc97a14a9c90b3e852972a1d78/my-mi-licota.jpeg","LICOTA","","1.335.000","Shopee","4","3","1.335.000","1.598.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cưa tay - Kéo cắt","KÉO CẮT BERRYLION 060002","https://img.sosanhgia.com/images/500x0/9473e0c040744201a4cd895c32bd5354/ko-ct-berrylion-060002.jpeg","BERRYLION","Chiều dài tổng ( ban đầu): 570 mm\n Chiều dài tổng ( khi tăng cán): 730 mm\n Chiều dài lưỡi kéo:  223 mm","119.000","Sendo","6","4","119.000","159.000","Cưa tay - Kéo cắt BERRYLION",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cưa tay - Kéo cắt","KÉO CẮT CỎ BERRYLION 1613","https://img.sosanhgia.com/images/500x0/d0b0a415cabf48d39b756798c4276fb4/ko-ct-c-berrylion-1613.jpeg","BERRYLION","Thiết kế hai lưỡi độc đáo bằng hợp kim nhôm không gỉ\n Lưỡi kéo có gờ vân tạo đường cắt sắc nét và đẹp mắt\n Cán kéo làm bằng thép ống được sơn lớp sơn xanh tĩnh điện","165.000","Shopee","5","3","165.000","225.000","Cưa tay - Kéo cắt BERRYLION",""
"Nhà cửa đời sống","Trang trí Nội thất","Đồng hồ trang trí","Đồng hồ trang trí  BinBin","Tranh đồng hồ TDH04 hoa tulip","https://img.sosanhgia.com/images/500x0/676cac8c8aac40f6915e4358e2974fc9/tranh-dong-ho-tdh04-hoa-tulip.jpeg","BinBin","- Công nghệ in ảnh lụa trên gỗ MDF của Malaysia\n - Bức tranh hoa tulip đa sắc màu lung linh, rực rỡ\n - Sự kết hợp độc đáo giữa đồng hồ trang trí và tranh treo tường","228.000","Yes24","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy đo - Thước đo","Máy đo - Thước đo PROSKIT","ĐỒNG HỒ AMPE KẸP PRO'SKIT PRMT-3102","https://img.sosanhgia.com/images/500x0/7afa1f657cc84bd2a018f6c95f5fad27/dong-ho-ampe-kep-proskit-prmt3102.jpeg","PROSKIT","Vật liệu cao cấp\n Dễ dàng sử dụng\n Độ an toàn cao","605.000","Lazada","1","1","693.000","0","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy đo - Thước đo","Máy đo - Thước đo Mitutoyo","Thước cặp du xích Mitutoyo 530-108 8inch","https://img.sosanhgia.com/images/500x0/bc36ce9a334e47539da40dab45b7b7b0/thuoc-cap-du-xich-mitutoyo-530-108-8inch.jpg","Mitutoyo","","1.060.000","Tiki","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy đo - Thước đo","Máy đo - Thước đo Mitutoyo","THƯỚC CẶP ĐIỆN TỬ MITUTOYO 500-702-20","https://img.sosanhgia.com/images/500x0/880e7885f56b482fb386e3f7908e8f13/thuoc-cap-dien-tu-mitutoyo-50070220.jpeg","Mitutoyo","Phạm vi đo: 0 – 150 mm\n Độ phân giải: 0.01mm\n Độ chính xác: ±0.02mm","2.915.000","Lazada","2","2","2.915.000","3.733.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","CỜ LÊ ENDURA E2211","https://img.sosanhgia.com/images/500x0/4c5a7c1d261947b48467b73bc4216632/c-l-endura-e2211.jpeg","ENDURA","Thiết kế chuyên nghiệp\n Chất liệu cao cấp\n Tay cầm thiết kế an toàn","50.000","Lazada","null","null","null","null","Cờ lê - Mỏ lết - Tua vít ENDURA",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","Vòng miệng Endura E2212","https://img.sosanhgia.com/images/500x0/d7b9f47e321547d8a983eb227b8b7ebe/vong-mieng-endura-e2212.jpeg","ENDURA","Quy cách: 12mm\n - Chất liệu thép CR\n -V và Molybdeum","40.000","Lazada","1","1","50.000","0","Cờ lê - Mỏ lết - Tua vít ENDURA",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan YATO","Máy khoan bắt vít YATO YT-82851 16 chi tiết","https://img.sosanhgia.com/images/500x0/6fa37cd7206d4ccaa435b7dc9ac8f976/may-khoan-bat-vit-yato-yt-82851-16-chi-tiet.jpg","YATO","Đường kính vặn vít tối đa: gỗ (7mm), thép (6mm)\n\nĐường kính khoan tối đa: gỗ (19mm), thép (6mm)\n\nTốc độ không tải (vòng/phút) 1300","2.450.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ làm vườn","Dụng cụ làm vườn  INGCO","Máy cắt cỏ INGCO GT3501","https://img.sosanhgia.com/images/500x0/5630f653a7864c35afe5f5f7aba9fa5c/my-ct-c-ingco-gt3501.jpeg","INGCO","- Công suất: 350W\n - Điện áp định mức: 220-240V~50-60Hz\n - Tốc độ không tải: 11000rpm\n - Đường kính vết cắt tối đa: 250mm\n - Đường kính của đường cuộn: 1.2 m","479.000","Shopee","9","4","479.000","555.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cưa tay - Kéo cắt","Kéo cắt tôn BERRYLION 040202300","https://img.sosanhgia.com/images/500x0/845c082d4ae84a38a6fac9e69b58050c/ko-ct-tn-berrylion-040202300.jpeg","BERRYLION","","104.000","Lazada","null","null","null","null","Cưa tay - Kéo cắt BERRYLION",""
"Nhà cửa đời sống","Tân trang nhà cửa","Tân trang nhà cửa  BERRYLION","","THÙNG ĐỒ NGHỀ BERRYLION 100103017","https://img.sosanhgia.com/images/500x0/30de3f763cd24a61be15ff4e7ddf8c47/thung-do-nghe-berrylion-100103017.jpeg","BERRYLION","Chuyên dùng để đựng các loại đồ nghề mà bạn cần mang theo khi bạn cần di chuyển xa.\n Thông số kỹ thuật: 425*200*190mm\n Kích thước: 17"""";/425mm","280.000","Lazada","3","2","280.000","399.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","BỘ TUA VÍT 10 CHI TIẾT SATA 09304E","https://img.sosanhgia.com/images/500x0/afa1a6eaf39d429da0b0dd4c846da8ff/bo-tua-vit-10-chi-tiet-sata-09304e.jpeg","SATA","An toàn khi sử dụng\n Có khả năng chịu lực\n Trọng lượng: 1,3 kg","640.000","Shopee","3","2","640.000","695.000","Cờ lê - Mỏ lết - Tua vít SATA",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","LỤC GIÁC SATA 81111A","https://img.sosanhgia.com/images/500x0/1473eae291da4a6594dfb8a75eefa605/lc-gic-bi-sata-81111a.jpeg","SATA","Chất liệu hợp kim cao cấp\n Độ bền cao\n Thiết kế đầu bi tiện lợi","23.000","Sendo","2","2","23.000","33.000","Cờ lê - Mỏ lết - Tua vít SATA",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","CẦN SATA 13970","https://img.sosanhgia.com/images/500x0/789390c404e3428b88e786b007e9f384/can-sata-13970.jpeg","SATA","Chất liệu: thép crom\n Qui cách: 1/2in\n Chiều dài: 261mm","690.000","Tiki","2","2","690.000","705.000","Cờ lê - Mỏ lết - Tua vít SATA",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy khoan","Máy khoan PROSKIT","BỘ KHOAN MÀI PRO'SKIT 1PK-500B-2","https://img.sosanhgia.com/images/500x0/b50c2184cbc94676bf49a893dea97c35/bo-khoan-mai-proskit-1pk-500b-2.jpeg","PROSKIT","- Chất liệu bền bỉ, chống ăn mòn\n - Được đựng trong hộp gọn gàng, an toàn\n - Thích hợp dùng trong các ngành công nghiệp, xưởng sửa chữa, cơ khí","875.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","BỘ VÍT PRO'SKIT SD-9608","https://img.sosanhgia.com/images/500x0/922ca3293b85408ca3c2dcca4b3d7ed8/bo-vit-da-nang-proskit-sd-9608.jpg","PROSKIT","Thiết kế hộp nhỏ gọn; tiện dụng\n Các đầu vít được sử dụng phổ biến hiện nay\n Tay cầm chắc chắn chống trơn trượt với tấm đệm cao su thoải mái khi sử dụng","175.000","Lazada","null","null","null","null","Cờ lê - Mỏ lết - Tua vít PROSKIT",""
"Nhà cửa đời sống","Tân trang nhà cửa","Tân trang nhà cửa  BERRYLION","","SÚNG XỊT HƠI BERRYLION 050601030","https://img.sosanhgia.com/images/500x0/d45f546d361246af908d0be9c21b23df/sng-xt-hi-berrylion-050601030.jpeg","BERRYLION","Chất lượng cao đã được tôi luyện nhiệt\n Ngăn cản sự bào mòn khi làm việc và tránh bị oxy hóa.\n Sản phẩm có độ cứng chắc và độ vững bền tuyệt đối.","69.000","Lazada","null","null","null","null","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cảo","CẢO 3 CHẤU YATO YT-2521","https://img.sosanhgia.com/images/500x0/735fe04065ce4988ac2fd028f7cd25f3/cao-3-chau-yato-yt2521.jpeg","YATO","Kích thước: 6 inch\n Chất liệu: Chrome Vanadium steel\n Lực kẹp tối đa: 5T","438.000","Lazada","null","null","null","null","Cảo  YATO",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","ĐẦU CHUYỂN SATA 13913","https://img.sosanhgia.com/images/500x0/6a8c058006be466cbd3be880e095dff8/dau-chuyen-sata-13913.jpeg","SATA","Đầu nối khẩu: 1/2inch\n F : 1/2inch\n M : 3/8inch","35.000","Shopee","4","3","35.000","62.000","Cờ lê - Mỏ lết - Tua vít SATA",""
"Khác","Cáp tín hiệu","Cáp tín hiệu  Hoco","","Cáp USB Type-C Hoco U31","https://img.sosanhgia.com/images/500x0/589022347fb64f70b9aa0a80ca2b8dd3/cap-usb-type-c-hoco-u31.jpeg","Hoco","Dòng sạc: 5V-2.4A Max\n Chiều dài: 1.2 m\n Chuẩn giao tiếp: Micro USB","38.000","Lazada","21","4","38.000","80.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Búa - Kìm - Kềm","KÌM MỞ PHE THẲNG GESTAR 995-152","https://img.sosanhgia.com/images/500x0/a6b408cc4d6444469da0b4b199111374/km-m-phe-thng-gestar-995152.jpeg","GESTAR","Chiều dài có các loại phù hợp với như cầu sử dụng\n Vật liệu chế tạo mỏ kìm đảm bảo kìm không bị tòe, mòn khi kẹp, mở phe\n Tay cầm nhựa đảm bảo khi cầm có cảm giác chắc chắn","98.000","Shopee","null","null","null","null","Búa - Kìm - Kềm  GESTAR",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy mài, cưa, cắt, đánh bóng","Máy mài, cưa, cắt, đánh bóng  BENYU","MÁY PHAY BENYU BY7506","https://img.sosanhgia.com/images/500x0/d7755c0331c547b58fe9c9ddb8b4b354/may-phay-benyu-by7506.jpeg","BENYU","Công suất lớn 550W\n Cấu tạo hợp kim thép có độ bền cao\n Vỏ ngoài bằng nhựa cách điện\n Tiện dụng, an toàn và hiệu quả cao","1.239.000","Tiki","2","2","1.239.000","1.345.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Máy đo - Thước đo","Máy đo - Thước đo  YATO","THƯỚC LÁ ĐO KHE HỞ 17 LÁ YATO YT-7221","https://img.sosanhgia.com/images/500x0/0853bc3653f94583952848779145915e/thuoc-la-do-khe-ho-17-la-yato-yt7221.jpeg","YATO","Kiểu dáng: dẹt\n Chiều dài: 200mm\n Phạm vi đo: 0.02-1.00","260.000","Lazada","2","2","260.000","286.000","",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","SÚNG BƠM MỠ CẦM TAY YATO YT-07042","https://img.sosanhgia.com/images/500x0/b21de39256f74fc39506bf08fc601766/sung-bom-mo-cam-tay-yato-yt07042.jpeg","YATO","Dung tích: 600cc\n Áp suất nén: 27-41Mpa\n An toàn khi sử dụng ","419.000","Lazada","2","2","419.000","460.000","Cờ lê - Mỏ lết - Tua vít YATO",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","BỘ TUA VÍT 29 CHI TIẾT YATO YT-2808","https://img.sosanhgia.com/images/500x0/75c55af6bda64888a9174a4e2b09ea0e/bo-tua-vit-29-chi-tiet-yato-yt2808.jpeg","YATO","Số chi tiết: 29\n Chất liệu: Chrome Vanadium steel\n Trọng lượng: 0.45kg","363.000","Tiki","null","null","null","null","Cờ lê - Mỏ lết - Tua vít YATO",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Cờ lê - Mỏ lết - Tua vít","CỜ LÊ YATO YT-00760","https://img.sosanhgia.com/images/500x0/b9bd5de9c6394e4189b2dcab9f9a045b/co-le-yato-yt00760.jpeg","YATO","Sản phẩm có màu trắng bạc, được làm từ thép hợp kim CrV,\n Độ bền cao, không hoen gỉ trong quá trình sử dụng.\n Ngoài ra còn được tráng sơn tĩnh điện dạng bóng mờ tăng độ bền cho sản phẩm.","249.900","Lazada","null","null","null","null","Cờ lê - Mỏ lết - Tua vít YATO",""
"Nhà cửa đời sống","Tân trang nhà cửa","Dụng cụ cầm tay","Búa - Kìm - Kềm","KỀM BẤM GESTAR 894-110","https://img.sosanhgia.com/images/500x0/638ad35d974b477bbdf87ede5a44a429/km-bm-gestar-894110.jpeg","GESTAR","Sản phẩm được xử lý nhiệt cao\n Bền chắc theo thời gian\n Thiết kế răng giúp kẹp ở nhiều góc độ ","128.000","Lazada","null","null","null","null","Búa - Kìm - Kềm  GESTAR",""
